<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20120116,6.42,6.71,6.42,6.52,451580,6.70,7.00,6.70,6.80,0,45800,12230
PVF,20120113,6.33,6.42,6.23,6.42,197100,6.60,6.70,6.50,6.70,0,41070,0
PVF,20120112,6.32,6.42,6.22,6.23,159020,6.60,6.70,6.50,6.50,0,50470,0
PVF,20120111,6.62,6.71,6.33,6.32,278960,6.90,7.00,6.60,6.60,0,3000,0
PVF,20120110,6.13,6.52,6.13,6.52,464910,6.40,6.80,6.40,6.80,0,5000,102370
PVF,20120109,6.22,6.51,6.13,6.23,198340,6.50,6.80,6.40,6.50,0,4290,80
PVF,20120106,6.61,6.61,6.32,6.32,369170,6.90,6.90,6.60,6.60,0,0,0
PVF,20120105,6.80,6.80,6.61,6.61,194610,7.10,7.10,6.90,6.90,0,0,0
PVF,20120104,6.99,7.09,6.80,6.80,188610,7.30,7.40,7.10,7.10,0,0,0
PVF,20120103,7.00,7.19,6.90,7.09,270320,7.30,7.50,7.20,7.40,0,47180,81050
PVF,20111230,6.90,7.00,6.71,6.90,334390,7.20,7.30,7.00,7.20,0,40310,63050
PVF,20111229,6.80,6.80,6.51,6.71,191940,7.10,7.10,6.80,7.00,0,40310,0
PVF,20111228,6.61,7.00,6.61,6.80,647790,6.90,7.30,6.90,7.10,0,40310,221400
PVF,20111227,6.90,6.90,6.90,6.90,284430,7.20,7.20,7.20,7.20,80000,41140,92170
PVF,20111226,7.28,7.37,7.18,7.19,407420,7.60,7.70,7.50,7.50,0,0,137830
PVF,20111223,7.48,7.67,7.48,7.47,511510,7.80,8.00,7.80,7.80,0,140,182950
PVF,20111222,8.24,8.34,7.86,7.86,588230,8.60,8.70,8.20,8.20,0,30000,380140
PVF,20111221,8.63,8.63,8.24,8.24,243650,9.00,9.00,8.60,8.60,0,48260,80000
PVF,20111220,8.43,8.62,8.33,8.34,179120,8.80,9.00,8.70,8.70,0,13400,170
PVF,20111219,8.82,8.92,8.63,8.62,194070,9.20,9.30,9.00,9.00,140000,55480,22500
PVF,20111216,8.53,8.81,8.43,8.82,1199790,8.90,9.20,8.80,9.20,0,800440,90000
PVF,20111215,8.43,8.43,8.15,8.43,580620,8.80,8.80,8.50,8.80,0,365230,0
PVF,20111214,8.43,8.62,8.33,8.53,640180,8.80,9.00,8.70,8.90,0,455180,6520
PVF,20111213,8.53,8.62,8.43,8.43,352160,8.90,9.00,8.80,8.80,60000,169830,0
PVF,20111212,8.53,8.63,8.43,8.43,405580,8.90,9.00,8.80,8.80,0,147680,10
PVF,20111209,8.62,8.62,8.43,8.53,352950,9.00,9.00,8.80,8.90,60000,9770,0
PVF,20111208,8.91,9.01,8.72,8.72,263570,9.30,9.40,9.10,9.10,0,0,123420
PVF,20111207,9.01,9.11,8.82,8.91,261730,9.40,9.50,9.20,9.30,60000,0,26300
PVF,20111206,9.39,9.48,9.00,9.01,594160,9.80,9.90,9.40,9.40,0,27370,3000
PVF,20111205,8.91,9.10,8.91,9.10,667210,9.30,9.50,9.30,9.50,60000,0,189820
PVF,20111202,8.52,8.72,8.52,8.72,213800,8.90,9.10,8.90,9.10,0,100,42730
PVF,20111201,8.63,8.72,8.43,8.62,228750,9.00,9.10,8.80,9.00,65000,0,53000
PVF,20111130,8.62,8.81,8.33,8.53,407630,9.00,9.20,8.70,8.90,0,12250,249200
PVF,20111129,8.82,8.92,8.63,8.62,227920,9.20,9.30,9.00,9.00,55000,0,8400
PVF,20111128,8.82,9.10,8.82,8.82,378660,9.20,9.50,9.20,9.20,0,0,89370
PVF,20111125,8.82,8.82,8.53,8.72,229440,9.20,9.20,8.90,9.10,55000,0,38100
PVF,20111124,9.00,9.10,8.81,8.82,300620,9.40,9.50,9.20,9.20,0,0,38420
PVF,20111123,8.82,9.10,8.82,9.10,465810,9.20,9.50,9.20,9.50,50000,63190,0
PVF,20111122,8.43,8.81,8.33,8.72,259030,8.80,9.20,8.70,9.10,45000,94770,55000
PVF,20111121,8.72,8.92,8.53,8.62,404260,9.10,9.30,8.90,9.00,50000,0,60060
PVF,20111118,9.10,9.10,8.72,8.82,419970,9.50,9.50,9.10,9.20,0,0,61580
PVF,20111117,9.49,9.49,9.11,9.10,697460,9.90,9.90,9.50,9.50,80000,85550,530300
PVF,20111116,9.20,9.58,9.20,9.49,397160,9.60,10.00,9.60,9.90,34000,44110,169000
PVF,20111115,9.58,9.58,9.01,9.20,758130,10.00,10.00,9.40,9.60,84000,171020,344440
PVF,20111114,9.87,9.87,9.39,9.39,920240,10.30,10.30,9.80,9.80,34110,34110,318420
PVF,20111111,10.54,10.54,9.87,9.87,354090,11.00,11.00,10.30,10.30,35000,0,72290
PVF,20111110,10.63,10.63,10.35,10.35,439390,11.10,11.10,10.80,10.80,50000,6520,115250
PVF,20111109,11.02,11.02,10.73,10.73,239830,11.50,11.50,11.20,11.20,40000,8000,82000
PVF,20111108,10.73,11.11,10.63,10.92,300730,11.20,11.60,11.10,11.40,60000,4000,41750
PVF,20111107,11.02,11.12,10.64,10.73,348530,11.50,11.60,11.10,11.20,35000,32970,100860
PVF,20111104,11.50,11.50,11.02,11.02,182020,12.00,12.00,11.50,11.50,45000,3330,2500
PVF,20111103,11.12,11.31,10.83,11.31,406800,11.60,11.80,11.30,11.80,45000,300,0
PVF,20111102,11.50,11.50,11.02,11.02,737940,12.00,12.00,11.50,11.50,60000,183070,440000
PVF,20111101,11.69,11.98,11.31,11.50,637170,12.20,12.50,11.80,12.00,35000,25000,278340
PVF,20111031,12.45,12.45,11.69,11.69,627340,13.00,13.00,12.20,12.20,45000,1000,100850
PVF,20111028,11.59,11.88,11.50,11.88,818960,12.10,12.40,12.00,12.40,40000,6000,93500
PVF,20111027,11.50,11.50,11.30,11.40,202050,12.00,12.00,11.80,11.90,50000,44110,100000
PVF,20111026,11.21,11.50,11.21,11.40,220520,11.70,12.00,11.70,11.90,20000,137280,0
PVF,20111025,11.30,11.50,11.21,11.31,351840,11.80,12.00,11.70,11.80,46000,106490,105120
PVF,20111024,11.50,11.69,11.31,11.40,821390,12.00,12.20,11.80,11.90,0,72580,350000
PVF,20111021,10.83,11.21,10.83,11.21,281930,11.30,11.70,11.30,11.70,58000,80010,100000
PVF,20111020,11.02,11.02,10.73,10.73,248500,11.50,11.50,11.20,11.20,0,0,100000
PVF,20111019,11.31,11.31,10.83,10.92,345100,11.80,11.80,11.30,11.40,80730,2000,179050
PVF,20111018,11.30,11.30,11.02,11.12,211060,11.80,11.80,11.50,11.60,0,3600,0
PVF,20111017,11.40,11.50,11.21,11.40,146770,11.90,12.00,11.70,11.90,58000,26330,0
PVF,20111014,11.60,11.79,11.40,11.40,158150,12.10,12.30,11.90,11.90,0,0,0
PVF,20111013,11.60,11.69,11.31,11.50,244270,12.10,12.20,11.80,12.00,80730,300,0
PVF,20111012,11.88,11.88,11.50,11.50,428100,12.40,12.40,12.00,12.00,40000,100,0
PVF,20111011,12.17,12.27,11.98,12.07,322290,12.70,12.80,12.50,12.60,0,0,149270
PVF,20111010,12.17,12.27,11.88,12.17,184640,12.70,12.80,12.40,12.70,38000,19810,0
PVF,20111007,12.56,12.56,12.17,12.17,405160,13.10,13.10,12.70,12.70,0,0,148760
PVF,20111006,12.07,12.55,12.07,12.46,421770,12.60,13.10,12.60,13.00,30000,0,186520
PVF,20111005,12.07,12.36,11.88,12.07,356950,12.60,12.90,12.40,12.60,0,0,152390
PVF,20111004,12.17,12.46,11.98,12.07,402750,12.70,13.00,12.50,12.60,0,300,68260
PVF,20111003,12.56,12.85,12.27,12.36,361140,13.10,13.40,12.80,12.90,0,34130,0
PVF,20110930,12.93,13.13,12.74,12.75,326980,13.50,13.70,13.30,13.30,0,10240,0
PVF,20110929,13.03,13.13,12.65,13.03,561250,13.60,13.70,13.20,13.60,0,34130,23200
